codigo,capitulo_codigo,descripcion,unidad,valor_unitario,orden
12.223,12,"Salida interruptor conmutable triple en tubo pvc 3/4"" con cable de cobre HF FR LS #12 AWG",Un,195371.0,1442
12.224,12,"Salida interruptor doble en tubo emt 1/2""",Un,144127.0,1443
12.225,12,"Salida interruptor doble en tubo pvc 1/2""",Un,128385.0,1444
12.226,12,"Salida interruptor doble en tubo pvc 3/4"" con cable de cobre HF FR LS #12 AWG",Un,147886.0,1445
12.227,12,"Salida interruptor inteligente 1C en tubo pvc 1/2""",Un,234881.0,1446
12.228,12,"Salida interruptor inteligente 2C en tubo pvc 1/2""",Un,251847.0,1447
12.229,12,"Salida interruptor inteligente 3C en tubo pvc 1/2""",Un,275998.0,1448
12.230,12,"Salida interruptor inteligente + toma en tubo pvc 1/2""",Un,231990.0,1449
12.231,12,"Salida interruptor sencillo en tubo emt 1/2""",Un,126068.0,1450
12.232,12,"Salida interruptor sencillo en tubo pvc 1/2""",Un,110326.0,1451
12.233,12,"Salida interruptor sencillo en tubo pvc 3/4"" con cable de cobre HF FR LS #12 AWG",Un,124809.0,1452
12.234,12,"Salida interruptor sencillo + toma en tubo emt 1/2""",Un,153069.0,1453
12.235,12,"Salida interruptor sencillo + toma en tubo pvc 1/2""",Un,134871.0,1454
12.236,12,"Salida interruptor sencillo + toma en tubo pvc 3/4"" con cable de cobre HF FR LS #12 AWG",Un,154039.0,1455
12.237,12,"Salida interruptor triple en tubo emt 1/2""",Un,169601.0,1456
12.238,12,"Salida interruptor triple en tubo pvc 1/2""",Un,153859.0,1457
12.239,12,"Salida interruptor triple en tubo pvc 3/4"" con cable de cobre HF FR LS #12 AWG",Un,178377.0,1458
12.240,12,"Salida punto alarma en tubo emt 1/2""",Un,130931.0,1459
12.241,12,"Salida punto alarma en tubo pvc 1/2""",Un,109949.0,1460
12.242,12,"Salida punto cámara cctv en tubo emt 1/2""",Un,130931.0,1461
12.243,12,"Salida punto cámara cctv en tubo pvc 1/2""",Un,109949.0,1462
12.244,12,"Salida timbre y pulsador en tubo pvc 1/2""",Un,153371.0,1463
12.245,12,"Salida toma estufa en tubo pvc 3/4""",Un,238927.0,1464
12.246,12,"Salida toma HDMI sencillo en tubo pvc 3/4"", cable HDMI 4K de fibra óptica x 10 m",Un,230638.0,1465
12.247,12,"Salida toma HDMI sencillo en tubo pvc 3/4"", cable HDMI 4K encauchetado x 10 m",Un,196096.0,1466
12.248,12,"Salida toma pata trabada en tubo pvc 1/2""",Un,105137.0,1467
12.249,12,"Salida toma telefónica en tubo pvc 1/2""",Un,89537.0,1468
12.250,12,"Salida toma televisión en tubo pvc 1/2""",Un,106934.0,1469
12.251,12,"Salida tomacorriente doble polo a tierra con tapa para intemperie en tubo emt 1/2""",Un,170078.0,1470
12.252,12,"Salida tomacorriente doble polo a tierra con tapa para intemperie en tubo pvc 1/2""",Un,151880.0,1471
12.253,12,"Salida tomacorriente doble polo a tierra con tapa para intemperie en tubo pvc 3/4"" con cable HF FR LS #12 AWG",Un,171048.0,1472
12.254,12,"Salida tomacorriente doble polo a tierra tubo emt 1/2""",Un,156838.0,1473
12.255,12,"Salida tomacorriente doble polo a tierra tubo pvc 1/2""",Un,138640.0,1474
12.256,12,"Salida tomacorriente doble polo a tierra tubo pvc 3/4"" con cable de cobre HF FR LS #12 AWG",Un,157808.0,1475
12.257,12,"Salida tomacorriente doble polo regulado tubo emt 1/2""",Un,168933.0,1476
12.258,12,"Salida tomacorriente doble polo regulado tubo pvc 1/2""",Un,150735.0,1477
12.259,12,"Salida tomacorriente doble polo regulado tubo pvc 3/4"" con cable de cobre HF FR LS #12 AWG",Un,169903.0,1478
12.260,12,"Salida tomacorriente doble tipo GFCI en tubo emt 1/2""",Un,233838.0,1479
12.261,12,"Salida tomacorriente doble tipo GFCI en tubo pvc 1/2""",Un,215640.0,1480
12.262,12,"Salida tomacorriente doble tipo GFCI en tubo pvc 3/4"" con cable de cobre HF FR LS #12 AWG",Un,234808.0,1481
12.263,12,"Salida trifásica + toma en tubo emt 3/4""",Un,245677.0,1482
12.264,12,"Salida ventilador en tubo pvc 1/2""",Un,113183.0,1483
12.265,12,"Salida voz y datos tubo pvc 1/2"" con cable UTP Cat 5E",Un,151453.0,1484
12.266,12,"Salida voz y datos tubo pvc 1/2"" con cable UTP Cat 6A",Un,175150.0,1485
12.267,12,"Sensor de movimiento en tubo pvc 1/2""",Un,151472.0,1486
12.268,12,Sockets lámpara fluorescente + Balasto P/48W,Un,97560.0,1487
12.269,12,Strip telefónico 10 pares,Un,267168.0,1488
12.270,12,Strip telefónico 20 pares,Un,343297.0,1489
12.271,12,Strip telefónico 40 pares,Un,475203.0,1490
12.272,12,Strip telefónico 60 pares,Un,605033.0,1491
12.273,12,Strip telefónico 80 pares,Un,728795.0,1492
12.274,12,Strip telefónico 100 pares,Un,1032998.0,1493
12.275,12,Suministro e instalac. luminaria de pared colonial 70W,Un,1559796.0,1494
12.276,12,Suministro e instalac. luminaria pedestal colonial 70W,Un,984460.0,1495
12.277,12,Suministro e instalación de citófono,Un,112712.0,1496
12.278,12,Suministro e instalación de juego de 2 Páneles Solares Fotovoltáicos policristalinos de 330W,Un,2035360.0,1497
12.279,12,Suministro e instalación interruptor bipolar 15-30 A,Un,60022.0,1498
12.280,12,Suministro e instalación interruptor bipolar 40-60 A,Un,71113.0,1499
12.281,12,Suministro e instalación interruptor monopolar 15-50 A,Un,25192.0,1500
12.282,12,Suministro e instalación interruptor tripolar 15-60 A,Un,126577.0,1501
12.283,12,Suministro e instalación luminaria de mercurio 125W,Un,395291.0,1502
12.284,12,Suministro e instalación luminaria de mercurio 250W,Un,487747.0,1503
12.285,12,Suministro e instalación luminaria de mercurio 400W,Un,870560.0,1504
12.286,12,Suministro e instalación reflector de piso 250W,Un,610349.0,1505
12.287,12,Suministro e instalación reflector de piso 400W,Un,744702.0,1506
12.288,12,Suministro e instalación riel chanel 4x2 perforado,m,33924.0,1507
12.289,12,Suministro e instalación riel chanel 4x4 perforado,m,48164.0,1508
12.290,12,Tablero monofásico de 4 circuitos,Un,321033.0,1509
12.291,12,Tablero monofásico de 6 circuitos,Un,407801.0,1510
12.292,12,Tablero monofásico de 8 circuitos,Un,533059.0,1511
12.293,12,Tablero monofásico de 12 circuitos,Un,765485.0,1512
12.294,12,Toma computador doble CAT 5E,Un,102440.0,1513
12.295,12,Transformador monofásico aceite 37.5 kVA,Un,15007023.0,1514
12.296,12,Transformador monofásico aceite 75 kVA,Un,18751389.0,1515
12.297,12,Transformador trifásico aceite 45 kVA,Un,18917223.0,1516
12.298,12,Transformador trifásico aceite 75 kVA,Un,25082889.0,1517
12.299,12,Transformador trifásico tipo pedestal aceite 45 kVA,Un,48799173.0,1518
12.300,12,Transformador trifásico tipo pedestal aceite 75 kVA,Un,53765739.0,1519
12.301,12,"Tubo conduit emt galvanizado Ø= 1/2""",m,7488.0,1520
12.302,12,"Tubo conduit emt galvanizado Ø= 3/4""",m,10739.0,1521
12.303,12,"Tubo conduit emt galvanizado Ø= 1""",m,12272.0,1522
12.304,12,"Tubo conduit emt galvanizado Ø= 2""",m,31243.0,1523
12.305,12,"Tubo conduit emt galvanizado Ø= 3""",m,66336.0,1524
12.306,12,"Tubo conduit imc galvanizado Ø= 1/2""",m,17693.0,1525
12.307,12,"Tubo conduit imc galvanizado Ø= 3/4""",m,24450.0,1526
12.308,12,"Tubo conduit imc galvanizado Ø= 1""",m,27448.0,1527
12.309,12,"Tubo conduit imc galvanizado Ø= 2""",m,60003.0,1528
12.310,12,"Tubo conduit imc galvanizado Ø= 3""",m,127021.0,1529
12.311,12,"Tubo conduit pvc Ø= 1/2""",m,10074.0,1530
12.312,12,"Tubo conduit pvc Ø= 3/4""",m,10958.0,1531
12.313,12,"Tubo conduit pvc Ø= 1""",m,12397.0,1532
12.314,12,"Tubo conduit pvc Ø= 1 1/4""",m,17324.0,1533
12.315,12,"Tubo conduit pvc Ø= 1 1/2""",m,22146.0,1534
12.316,12,"Tubo conduit pvc Ø= 2""",m,29595.0,1535
12.317,12,"Tubo conduit pvc SCH 40 Ø= 1/2""",m,12667.0,1536
12.318,12,"Tubo conduit pvc SCH 40 Ø= 3/4""",m,14436.0,1537
12.319,12,"Tubo conduit pvc SCH 40 Ø= 1""",m,17949.0,1538
12.320,12,"Tubo conduit pvc SCH 40 Ø= 1 1/4""",m,23847.0,1539
12.321,12,"Tubo conduit pvc SCH 40 Ø= 1 1/2""",m,29288.0,1540
12.322,12,"Tubo conduit pvc SCH 40 Ø= 2""",m,37211.0,1541
12.323,12,"Tubo doble pared TDP pvc Ø= 3""",m,38401.0,1542
12.324,12,"Tubo doble pared TDP pvc Ø= 4""",m,45620.0,1543
12.325,12,"Tubo tipo liviano EB pvc Ø= 3""",m,32698.0,1544
12.326,12,"Tubo tipo liviano EB pvc Ø= 4""",m,46745.0,1545
12.327,12,"Tubo tipo pesado DB pvc Ø= 2""",m,24967.0,1546
12.328,12,"Tubo tipo pesado DB pvc Ø= 3""",m,40191.0,1547
12.329,12,"Tubo tipo pesado DB pvc Ø= 4""",m,58808.0,1548
12.330,12,"Varilla de cobre 5/8"" x 2.4 m",Un,573331.0,1549
13.01,13,"Acometida gas unifamiliar en tubería Pe-Al-Pe Ø= 1/2""",Un,584394.0,1550
13.02,13,Caja medidor de gas sobrepuesta,Un,103652.0,1551
13.03,13,Caja para registro de gas 13x13 cm,Un,16039.0,1552
13.04,13,"Elevador gas de ½""",Un,84376.0,1553
13.05,13,Instalación interna gas punto adicional 6 m,Un,454176.0,1554
13.06,13,Instalación interna gas punto principal 15 m,Un,988951.0,1555
13.07,13,Manguera para gas conexión flexible,Un,54689.0,1556
13.08,13,Medidor de gas natural domiciliario,Un,299040.0,1557
13.09,13,Punto salida gas calentador de paso,Un,76056.0,1558
13.10,13,Punto salida gas estufa/ horno,Un,47767.0,1559
13.11,13,"Registro de bola 1/2"" para red de gas",Un,53800.0,1560
13.12,13,"Registro de bola 3/4"" para red de gas",Un,71390.0,1561
13.13,13,Regulador R -20 gas propano,Un,60006.0,1562
13.14,13,Rejilla ventilación gas pvc 20x20 cm,Un,26221.0,1563
13.15,13,Rejilla ventilación gas pvc 26x26 cm,Un,30535.0,1564
13.16,13,"Tubería gas acero galvan. Ø= 1/2"" (incl. accesorios)",m,29211.0,1565
13.17,13,"Tubería gas acero galvan. Ø= 3/4"" (incl. accesorios)",m,36123.0,1566
13.18,13,"Tubería de cobre red gas Ø= 1/2"" (incl. accesorios)",m,40039.0,1567
13.19,13,"Tubería de cobre red gas Ø= 3/4"" (incl. accesorios)",m,57985.0,1568
13.20,13,"Tubería Pe-Al-Pe para gas Ø= 1/2""",m,17547.0,1569
13.21,13,"Válvula Pe-Al-Pe para gas Ø= 1/2""",Un,47870.0,1570
14.01,14,Aislamiento acústico membrana damtec standard 3 mm,m2,25885.0,1571
14.02,14,Aislamiento acústico membrana fiberglass 3 mm,m2,50737.0,1572
14.03,14,"Aislamiento térmico frescasa 2 ½"" (sin papel)",m2,31842.0,1573
14.04,14,"Aislamiento térmico frescasa 3 ½"" (con foil)",m2,50653.0,1574
14.05,14,"Aislamiento térmico frescasa 3 ½"" (con papel)",m2,42978.0,1575
14.06,14,"Aislamiento térmico frescasa 3 ½"" (sin papel)",m2,35545.0,1576
14.07,14,"Aislamiento térmico y acústico Black Theater 2""",m2,125518.0,1577
14.08,14,"Cielo raso con pañete (revoque), malla y esterilla",m2,101348.0,1578
14.09,14,"Cielo raso en drywall de 1/2""",m2,66759.0,1579
14.10,14,"Cielo raso en drywall de 1/2"" (incl. pintura)",m2,104378.0,1580
14.11,14,Cielo raso en duracustic y aluminio natural,m2,94602.0,1581
14.12,14,Cielo raso en eterboard 6 mm,m2,69386.0,1582
14.13,14,Cielo raso en eterboard 6 mm (incl. pintura),m2,107005.0,1583
14.14,14,Cielo raso en eterboard 8 mm,m2,76101.0,1584
14.15,14,Cielo raso en eterboard 8 mm (incl. pintura),m2,113720.0,1585
14.16,14,Cielo raso en icopor y aluminio natural,m2,65466.0,1586
14.17,14,"Cielo raso en placa de yeso de 3/8""",m2,63633.0,1587
14.18,14,"Cielo raso en placa de yeso de 3/8"" (incl. pintura)",m2,100455.0,1588
14.19,14,"Cielo raso en placa de yeso de 1/2""",m2,65651.0,1589
14.20,14,"Cielo raso en placa de yeso de 1/2"" (incl. pintura)",m2,102473.0,1590
14.21,14,Cielo raso en pvc,m2,96868.0,1591
14.22,14,Cielo raso en superboard 6 mm,m2,69701.0,1592
14.23,14,Cielo raso en superboard 6 mm (incl. pintura),m2,107320.0,1593
14.24,14,Cielo raso en superboard 8 mm,m2,77949.0,1594
14.25,14,Cielo raso en superboard 8 mm (incl. pintura),m2,115568.0,1595
14.26,14,Cielo raso en tablilla machihembrada de pino,m2,135223.0,1596
14.27,14,Moldura de yeso 5.5x5 cm para cielo raso,m,11559.0,1597
15.01,15,Alfombra Berber de Alfa,m2,76516.0,1598
15.02,15,Alistado de piso en mortero esmaltado e= 3 cm,m2,30878.0,1599
15.03,15,"Base para mueble cocina/baño a= 50 cm, e= 10 cm",m,32857.0,1600
15.04,15,Boca puerta en granito pulido (incl. dilatación),m,71164.0,1601
15.05,15,Boca puerta en granito sin pulir (incl. dilatación),m,65113.0,1602
15.06,15,"Brillada de piso (mármol, granito o terrazo)",m2,17994.0,1603
15.07,15,Cinta antideslizante a= 48 mm (resistencia UV),m,15531.0,1604
15.08,15,Desbastado de piso en madera (incl. sellado),m2,33593.0,1605
15.09,15,Emboquillado de juntas para piso con blanco de zinc,m2,9807.0,1606
15.10,15,Emboquillado de juntas para piso con Concolor,m2,10737.0,1607
15.11,15,Endurecedor superficial neutro tipo cuarzo,m2,23010.0,1608
15.12,15,Granito pulido para paso de escalera,m,85672.0,1609
15.13,15,Gravilla lavada para paso de escalera,m,50677.0,1610
15.14,15,Guardaescoba en baldosa terrazo h= 7.5 cm,m,40270.0,1611
15.15,15,Guardaescoba en cerámica h= 10 cm,m,14351.0,1612
15.16,15,Guardaescoba en granito pulido (incl. dilatación),m,49223.0,1613
15.17,15,Guardaescoba en gravilla lavada (incl. dilatación),m,26216.0,1614
15.18,15,Guardaescoba en madera (incl. laca),m,25737.0,1615
15.19,15,Guardaescoba en MDF pegado con adhesivo de montaje,m,21856.0,1616
15.20,15,Guardaescoba en mortero (incl. pintura en esmalte),m,26389.0,1617
15.21,15,Guardaescoba en porcelanato h= 10 cm,m,33011.0,1618
15.22,15,Guardaescoba en pvc h= 7 cm,m,25524.0,1619
15.23,15,Guardaescoba en tableta de gres h= 8 cm,m,22281.0,1620
15.24,15,Guardaescoba en vinisol h= 6.8 cm,m,14460.0,1621
15.25,15,Impermeabilización con emulsión asfáltica,m2,13113.0,1622
15.26,15,Impermeabilización de piso con manto fiberglass 3 mm,m2,40792.0,1623
15.27,15,Impermeabilización de piso con manto pietra 3.5 mm,m2,57552.0,1624
15.28,15,Impermeabilización de piso con Sika Mortero Imperm.,m2,13664.0,1625
15.29,15,Impermeabilización de piso con Sikalastic 612 CO,m2,125716.0,1626
15.30,15,Impermeabilización de piso con SikaManto 3 mm,m2,58300.0,1627
15.31,15,Impermeabilización de superficie enterrada,m2,45345.0,1628
15.32,15,Impermeabilización de terraza con broncoelástico,m2,80439.0,1629
15.33,15,Media caña coextruida en pvc x 9 cm,m,30532.0,1630
15.34,15,Media caña en granito pulido (incl. dilatación),m,65652.0,1631
15.35,15,Media caña Eurozócalo (Guarne) x 7.5 cm,m,82860.0,1632
15.36,15,Mortero acrílico para revestimiento Sikatop 121,m2,34482.0,1633
15.37,15,Mortero autonivelante e= 5 mm,m2,45095.0,1634
15.38,15,Mortero ó plantilla de nivelación para piso e= 4 cm,m2,32299.0,1635
15.39,15,Mortero ó plantilla de nivelación para piso e= 5 cm,m2,40120.0,1636
15.40,15,Pirlán de aluminio natural,m,10535.0,1637
15.41,15,"Pirlán de bronce 1""",m,39400.0,1638
15.42,15,"Placa piso en concreto de 20.7 MPa, e= 0.07 m",m2,68521.0,1639
15.43,15,"Placa piso en concreto de 20.7 MPa, e= 0.10 m",m2,99055.0,1640
15.44,15,"Placa piso en concreto de 20.7 MPa, e= 0.12 m",m2,118872.0,1641
15.45,15,"Placa piso en concreto de 20.7 MPa, e= 0.15 m",m2,148583.0,1642
15.46,15,Piso de grama sintética 7 mm,m2,44024.0,1643
15.47,15,Piso deck calypso 10 mm,m2,116007.0,1644
15.48,15,Piso en baldosa de cemento 25x25 cm,m2,72324.0,1645
15.49,15,Piso en baldosa de vidrio 20x20 cm,m2,332290.0,1646
15.50,15,Piso en baldosa terrazo No. 5,m2,142159.0,1647
15.51,15,Piso en caucho tipo toperol,m2,39467.0,1648
15.52,15,Piso en cerámica 20.5x20.5 cm,m2,87213.0,1649
15.53,15,Piso en cerámica 20.5x30.5 cm,m2,92047.0,1650
15.54,15,Piso en cerámica 25.0x35.0 cm,m2,97193.0,1651
15.55,15,Piso en cerámica 33.8x33.8 cm,m2,101038.0,1652
15.56,15,Piso en duropiso 33.8x33.8 cm,m2,102804.0,1653
15.57,15,Piso en granito pulido (incl. dilatación),m2,193926.0,1654
15.58,15,Piso en gravilla lavada (incl. dilatación),m2,74757.0,1655
15.59,15,Piso en gravilla lavada y tableta de gres,m2,94075.0,1656
15.60,15,Piso en lámina alfajor,m2,339761.0,1657
15.61,15,Piso en mayólica de 20x20 cm,m2,86237.0,1658
15.62,15,Piso en pizarra natural 45x45 cm,m2,117445.0,1659
15.63,15,Piso en porcelanato 50x50 cm,m2,124816.0,1660
15.64,15,Piso en porcelanato 60x60 cm,m2,149133.0,1661
15.65,15,Piso en porcelanato Galaxy Stone Doblec 60x60 cm,m2,249650.0,1662
15.66,15,Piso en porcelanato tipo madera 19.5x88 cm,m2,162092.0,1663
15.67,15,Piso en tablilla machimbrada,m2,149268.0,1664
15.68,15,Piso en tablón de gres 25x25 cm,m2,99319.0,1665
15.69,15,Piso en tablón de gres 25x25 cm grafilado,m2,96143.0,1666
15.70,15,Piso en tablón de gres 25x25 cm paso escalera,m,69146.0,1667
15.71,15,Piso en tablón de gres 30x30 cm,m2,100686.0,1668
15.72,15,Piso en tablón de gres 30x30 cm grafilado,m2,98061.0,1669
15.73,15,Piso en tablón de gres 33x33 cm,m2,108866.0,1670
15.74,15,Piso en tablón de gres 33x33 cm grafilado,m2,105019.0,1671
15.75,15,Piso en vinisol de 2 mm de 30x30 cm,m2,58178.0,1672
15.76,15,Piso laminado doméstico general,m2,65026.0,1673
15.77,15,Pulido de piso en madera (incl. sellado),m2,28508.0,1674
15.78,15,Pulido mecánico de superficie de concreto,m2,8593.0,1675
15.79,15,"Pulido y abrillantado piso (mármol, granito o terrazo)",m2,35488.0,1676
15.80,15,Rejilla para piso cuadrada antiempozamiento 10x10 cm,Un,27285.0,1677
15.81,15,"Rejilla para piso cúpula aluminio 4""x2""",Un,33365.0,1678
15.82,15,"Rejilla para piso cúpula aluminio 4""x3""",Un,38993.0,1679
15.83,15,"Rejilla para piso cúpula aluminio 5""x3""",Un,44614.0,1680
15.84,15,"Rejilla para piso en aluminio 3""x2""",Un,17007.0,1681
15.85,15,"Rejilla para piso en bronce 3""x2"" con sosco aluminio",Un,119478.0,1682
15.86,15,"Rejilla para piso en pvc 3""x2""",Un,13505.0,1683
15.87,15,"Rejilla para piso en pvc 4""x3""",Un,17313.0,1684
15.88,15,Rejilla para piso rectangular drenaje oculto 30x11 cm,Un,217495.0,1685
15.89,15,Revestimiento para piso en microcemento,m2,160770.0,1686
15.90,15,Zócalo en gravilla lavada (incl. dilatación),m2,80296.0,1687
16.01,16,"Barra de seguridad 12"" para baño",Un,226494.0,1688
16.02,16,"Barra de seguridad 18"" para baño",Un,242208.0,1689
16.03,16,"Barra de seguridad 24"" para baño",Un,257921.0,1690
16.04,16,"Barra de seguridad 30"" para baño",Un,313123.0,1691
16.05,16,Barra de seguridad en L para baño,Un,760251.0,1692
16.06,16,Barra de seguridad pared a piso para baño,Un,599215.0,1693
16.07,16,Barra de seguridad plegable para baño,Un,1008862.0,1694
16.08,16,Barra de seguridad sanitaria tipo H para baño,Un,1427809.0,1695
16.09,16,Basurero plástico tapa vaivén 26 Lt,Un,60083.0,1696
16.10,16,Caja para llaves de lavadora de 23x15 cm,Un,31921.0,1697
16.11,16,Charquero ó bordillo para ducha (incl. enchape),m,64931.0,1698
16.12,16,Dispensador de jabón líquido,Un,88590.0,1699
16.13,16,Dispensador de papel higiénico,Un,145209.0,1700
16.14,16,Dispensador de toallas de papel,Un,112610.0,1701
16.15,16,Enchape de gres fachaleta lisa 24x7 cm,m2,93857.0,1702
16.16,16,Enchape en cerámica 20.5x20.5 cm,m2,84806.0,1703
16.17,16,Enchape en cerámica 20.5x30.5 cm,m2,89641.0,1704
16.18,16,Enchape en cerámica 25.0x35.0 cm,m2,94787.0,1705
16.19,16,Enchape en cerámica 33.8x33.8 cm,m2,98632.0,1706
16.20,16,Enchape en cristanac 30.0x30.0 cm,m2,271319.0,1707
16.21,16,Enchape en piedra amarilla,m2,356346.0,1708
16.22,16,Enchape en piedra crema,m2,193328.0,1709
16.23,16,Esquinero en pvc de alto impacto texturizado 4x4 cm,m,95450.0,1710
16.24,16,Esquinero plástico blanco 2x2 cm,m,9071.0,1711
16.25,16,Guarda camilla pvc 15 cm blanco (incl. sello elástico),m,531355.0,1712
16.26,16,Guarda camilla pvc 15 cm gris (incl. sello elástico),m,531355.0,1713
16.27,16,Juego de incrustaciones cromo para baño x 6 piezas,Un,264682.0,1714
16.28,16,Juego de incrustaciones para baño x 4 piezas,Un,68851.0,1715
16.29,16,Juego de incrustaciones para baño x 5 piezas,Un,120409.0,1716
16.30,16,Juego de incrustaciones para baño x 7 piezas,Un,173146.0,1717
16.31,16,Papelera plástica con pedal 5 Lt,Un,45124.0,1718
16.32,16,Rejilla ventilación celosía pvc 15x15 cm,Un,26614.0,1719
16.33,16,Rejilla ventilación celosía pvc 20x20 cm,Un,31304.0,1720
16.34,16,Revestimiento exterior Ekowood,m2,460962.0,1721
16.35,16,Revestimiento exterior Prodema,m2,360494.0,1722
16.36,16,Silla de seguridad plegable para ducha,Un,1791259.0,1723
16.37,16,Spacatto travertino,m2,383134.0,1724
16.38,16,Tapa plástica registro de 15x15 cm,Un,19326.0,1725
16.39,16,Tapa plástica registro de 20x20 cm,Un,23479.0,1726
16.40,16,"Tubo cortina en aluminio Ø= 3/4""",m,33842.0,1727
16.41,16,Win en aluminio para enchape en cerámica,m,15916.0,1728
16.42,16,Win plástico para enchape en cerámica,m,12536.0,1729
17.01,17,Bañera (tina) en fibra de vidrio 1.80 m x 0.75 m,Un,3694582.0,1730
17.02,17,Bañera (tina) en fibra de vidrio 1.80 m x 0.90 m,Un,4345437.0,1731
17.03,17,Combo sanitario y lavamanos Acuacer Plus con pedestal,Un,595689.0,1732
17.04,17,Combo sanitario y lavamanos Acuario Fénix con pedestal,Un,817015.0,1733
17.05,17,Combo sanitario y lavamanos Avanti Plus con pedestal,Un,921675.0,1734
17.06,17,Combo sanitario y lavamanos Ecoclean con pedestal,Un,895424.0,1735
17.07,17,Combo sanitario y lavamanos Montecarlo Novo Valencia,Un,1155454.0,1736
17.08,17,Combo sanitario y lavamanos San Giorgio con pedestal,Un,1127495.0,1737
17.09,17,Combo sanitario y lavamanos Smart Al Bone con pedestal,Un,1081360.0,1738
17.10,17,Grifería ducha mezclador Balta,Un,197231.0,1739
17.11,17,Grifería ducha mezclador Piscis,Un,185731.0,1740
17.12,17,Grifería ducha monocontrol Koral,Un,406231.0,1741
17.13,17,Grifería ducha monocontrol Thames,Un,543431.0,1742
17.14,17,Grifería ducha sencilla Balta,Un,121423.0,1743
17.15,17,Grifería ducha sencilla Piscis,Un,114923.0,1744
17.16,17,Fluxómetro con sensor para sanitario,Un,1317089.0,1745
17.17,17,Fluxómetro Corona para sanitario institucional,Un,1079646.0,1746
17.18,17,Fluxómetro Sloan para sanitario institucional,Un,996925.0,1747
17.19,17,Grifería lavamanos con sensor,Un,521107.0,1748
17.20,17,Grifería lavamanos Fénix,Un,234687.0,1749
17.21,17,Grifería lavamanos Marruecos,Un,299920.0,1750
17.22,17,Grifería lavamanos Nogal,Un,184451.0,1751
17.23,17,Grifería lavamanos tipo push,Un,359825.0,1752
17.24,17,Grifería lavamanos Vento,Un,239354.0,1753
17.25,17,Grifería lavaplatos con sensor,Un,648567.0,1754
17.26,17,Grifería lavaplatos Mónaco,Un,235921.0,1755
17.27,17,Grifería lavaplatos monocontrol Barcelona,Un,214188.0,1756
17.28,17,Grifería lavaplatos Piscis,Un,195088.0,1757
17.29,17,Grifería lavaplatos sencilla Galaxia,Un,193737.0,1758
17.30,17,Grifería lavaplatos tipo push,Un,302047.0,1759
17.31,17,Grifería orinal con sensor automático,Un,520273.0,1760
17.32,17,Jacuzzi en fibra de vidrio 1.60 m x 0.80 m,Un,9049350.0,1761
17.33,17,Jacuzzi en fibra de vidrio 1.81 m x 1.23 m,Un,12688311.0,1762
17.34,17,Jacuzzi en fibra de vidrio 1.80 m x 1.80 m,Un,34213026.0,1763
17.35,17,Lavadero plástico 60x60 cm,Un,293001.0,1764
17.36,17,Lavadero prefabricado en cerámica 70x60 cm,Un,451427.0,1765
17.37,17,Lavadero prefabricado en granito 80x60 cm,Un,425320.0,1766
17.38,17,Lavamanos Acuacer de colgar blanco,Un,178546.0,1767
17.39,17,Lavamanos Acuacer de colgar a color,Un,183699.0,1768
17.40,17,Lavamanos Aquajet institucional blanco,Un,675150.0,1769
17.41,17,Lavamanos Avanti blanco,Un,242073.0,1770
17.42,17,Lavamanos Avanti a color,Un,247228.0,1771
17.43,17,Lavamanos con pedestal Acuacer blanco,Un,236926.0,1772
17.44,17,Lavamanos con pedestal Acuacer a color,Un,247228.0,1773
17.45,17,Lavamanos con pedestal Avanti blanco,Un,281568.0,1774
17.46,17,Lavamanos con pedestal Avanti a color,Un,293584.0,1775
17.47,17,Lavamanos con pedestal Milano blanco,Un,240358.0,1776
17.48,17,Lavamanos con pedestal Milano a color,Un,248944.0,1777
17.49,17,Lavamanos corrido en concreto (incl. enchape y llave),m,363779.0,1778
17.50,17,Lavamanos Marsella para sobreponer blanco,Un,319341.0,1779
17.51,17,Lavamanos Marsella para sobreponer a color,Un,322775.0,1780
17.52,17,Lavamanos Milano blanco,Un,183699.0,1781
17.53,17,Lavamanos Milano a color,Un,187133.0,1782
17.54,17,Lavamanos redondo acero inox. pulido Ø= 30 cm,Un,331444.0,1783
17.55,17,Lavaplatos doble acero inoxidable 0.84x0.51 m,Un,736439.0,1784
17.56,17,Lavaplatos sencillo acero inoxidable 0.60x0.40 m,Un,246030.0,1785
17.57,17,"Llave lavadora cromada de 1/2""",Un,87550.0,1786
17.58,17,"Llave terminal cromada de 1/2""",Un,59320.0,1787
17.59,17,"Llave terminal de cobre de 1/2""",Un,63360.0,1788
17.60,17,Orinal mediano a color grifería tipo push,Un,829565.0,1789
17.61,17,Orinal mediano blanco grifería tipo push,Un,820023.0,1790
17.62,17,Orinal mediano institucional grifería antivandálica,Un,983914.0,1791
17.63,17,Orinal corrido en concreto (incl. enchape),m,307377.0,1792
17.64,17,Poceta de aseo prefabricada en cerámica 40x40x40 cm,m,228410.0,1793
17.65,17,Poceta de aseo prefabricada en granito 42x42x25 cm,Un,235916.0,1794
17.66,17,Sanitario Acuacer a color,Un,375752.0,1795
17.67,17,Sanitario Acuacer blanco,Un,356672.0,1796
17.68,17,Sanitario Aquajet blanco,Un,818026.0,1797
17.69,17,Sanitario Aquapro alongado blanco,Un,531851.0,1798
17.70,17,Sanitario Avanti a color,Un,507384.0,1799
17.71,17,Sanitario Avanti blanco,Un,494035.0,1800
